,review,date
2813,I heard this app let you track your wife if she tries to get away from you or try to leave Saudi Arabia!! That is funny. why would Saudi Govt build such kind of app to constrain women right? For me this is a clear women right violation. please flag the app.,"February 21, 2019"
2814,It is very good service to know about my service.,"November 29, 2021"
2815,How to update without Update available? Really? Everyday wrong password? And you force us to use this JOKE?,"September 25, 2021"
2816,Excellent and helpful application,"February 18, 2019"
2817,great app made our life easier.,"February 17, 2019"
2818,very easy and helpful,"February 17, 2019"
2819,like the app make mu gov needs more easier,"February 18, 2019"
2820,One of the best applications of e-services.,"March 7, 2019"
2821,excellent and helpful app.,"February 12, 2019"
2822,Always technical issues,"September 1, 2021"
2823,Why is my absher not working on my phone now yet it used to work,"May 17, 2022"
2824,I like this application it makes my life easy by doing all my deals throught the application #I_support_ABSHER,"February 17, 2019"
2825,"this good program ever been used, thank for the people whose stand on","February 17, 2019"
2826,Amazing app to access all your liability,"June 7, 2021"
2827,One of the best applications that helps us as Saudis.,"February 17, 2019"
2828,it is a great application that made my life much easier,"February 17, 2019"
2829,It's seem problem in login via application 😒,"November 11, 2022"
2830,Very nice app and service,"August 13, 2021"
2831,This application make my life easier & save me a lot of time 👌👍,"February 17, 2019"
2832,Revolutionary app. You can renew all documents from home.,"February 17, 2019"
2833,the best Application until now. make saudi people life easy more than before. 👍,"February 16, 2019"
2834,"People criticizing the app either don't know anything about it or are just following rumors spread by people with special ajendas. The app has transformed government services in Saudi Arabia to the 22nd century. Renewing Passports, driver licenses, viechle papers, national ID.... You name it.. Nothing at all from the faulty rumors. & ladies have their own accounts also so how can it be against them!!!","February 17, 2019"
2835,the best app ever. It makes my life easier. thank you so much.,"February 17, 2019"
2836,great easy application. thank you KSA,"February 17, 2019"
2837,اشكر جميع القائمين على هذا التطبيق الجبار It is the most useful friendly use application ever,"February 19, 2019"
2838,"The app makes our life easy, by bringing the government and the governmental processes between your fingers, no need to leave your office during working hours, or your family during your precious moments, thanks to the brave patriotic men and women created and developing this app.","February 17, 2019"
2839,"All in one, a very nice application","May 30, 2019"
2840,its bad app apps not working perfectly,"October 7, 2022"
2841,Very good and easy app 👌,"January 18, 2022"
2842,so grateful for this app. saved my time and effort,"February 17, 2019"
2843,Very useful app with great benefit,"February 17, 2019"
2844,amazing app & it saves time,"February 17, 2019"
2845,It was a frustrating thing when i log in.,"June 15, 2021"
2846,best government application in all aspects,"February 17, 2019"
2847,"Great App, make life easy","February 20, 2019"
2848,Great support and service...,"October 26, 2021"
2849,"one of the best online services in Saudi Arabia, it makes our life much better","February 18, 2019"
2850,useful for citizen services,"February 16, 2019"
2851,Very helpful to the people of our lovely country,"February 17, 2019"
2852,Great app. Make your life easier,"June 22, 2019"
2853,Excelrnt services very helpfull,"November 25, 2021"
2854,Very excellent app and useful.,"November 22, 2021"
2855,"very good app , our live is easy now","February 17, 2019"
2856,It's the important App in saudi arabia and for Saudis out of their country as well.,"February 17, 2019"
2857,we are very excited your service... Thanks for your supporting,"December 6, 2021"
2858,Can't perform my official needs in most convenient way without it.,"February 17, 2019"
2859,the best and the most importent app in my phone,"February 19, 2019"
2860,it is one of the most excellent 👌 application so far,"February 17, 2019"
2861,great services in one app.,"March 2, 2019"
2862,"Not downloading app in my device, what is the problem, I don't know","March 10, 2022"
2863,Excellent government services application :),"July 17, 2019"
2864,It's a helpfull app that everyone in Saudi Arabia use it I love this app 👍,"February 18, 2019"
2865,Excellent application that made our lives easy,"February 18, 2019"
2866,the best app to finish all your govrenmental work in Saudi Arabia ( visa - passport - shop registration ),"February 18, 2019"
2867,good app and amazing services via this app,"February 17, 2019"
2868,"The most important application for all who live in Saudi Arabia, it is the best system for all transactions in the country.Very great respect for this country, may God protect its leaders","August 9, 2021"
2869,made my life easier . thank you absher . great app.,"February 17, 2019"
2870,"great app , easy and useful 🇸🇦❤️","February 19, 2019"
2871,Needs a lot of development.. I'm disappointed,"April 23, 2021"
2872,Its good but . Dificult to login,"April 24, 2020"
2873,The best app ever... It made life of millions easy. Truly thanks MOI...KSA,"February 17, 2019"
2874,"easy app , excellent","February 18, 2019"
2875,very good and easy to use,"February 19, 2019"
2876,The best app for facilitating the citizen procedures from government,"February 17, 2019"
2877,auto logout problem,"August 10, 2021"
2878,Great app made our lives much easier,"February 21, 2019"
2879,Excellent and Useful App Many thanks to our government,"February 17, 2019"
2880,"the best app ever, it made my life easier.","February 17, 2019"
2881,Excellent app to good to be true,"February 17, 2019"
2882,Great app it makes the life easier,"February 18, 2019"
2883,always updating? keep my cp memory lower.,"November 7, 2021"
2884,Very helpful way to do a lot of things specially for me,"February 17, 2019"
2885,Great app with great el3ctronic services that fcilitate our governmental affairs,"February 18, 2019"
2886,Very helpful to do that i really need !!!,"February 19, 2019"
2887,This is the first time I have been able to access account. Great,"February 1, 2022"
2888,the best platform that I ever have used..all my business with government go with it easly...thanks MOI,"February 17, 2019"
2889,"👍لا اتخيل العودة للتعاملات الورقية بعد أبشر، لو طلب أبشر تحديد الموقع نقول له أبشر. I can't imagine going back to paper work after using Absher, If Absher requests my location I will agree 👍 ⭐⭐⭐⭐⭐","March 3, 2019"
